Store Number,Convenience,Shopping,Specialty,Unsought,Other,Percentage Investment
48263,8123,67,1319,6737,8215,11.5
48265,6734,791,2997,2946,6829,14.8
48265,642,0,66,576,431,14.8
48265,5534,124,1002,4408,5739,14.8
48265,12100,1121,4730,6249,15727,14.8
48265,47428,5474,12047,29907,40825,14.8
48267,6892,442,2756,3694,6745,19.4
48269,4598,8,910,3680,3706,10.7
48271,8679,649,4141,3889,7047,20
48273,46363,10277,23520,12566,45252,22.9
48273,7189,474,4554,2161,7021,22.9
48273,5538,356,2328,2854,5550,22.9
48273,8652,295,5738,2619,7867,22.9
48275,1924,122,1189,613,1584,21.1
48275,4803,562,2063,2178,5296,21.1
48275,4775,445,3340,990,5269,21.1
48277,10974,508,7591,2875,9276,19.9
48277,11408,411,704,10293,11639,19.9
48277,42414,6622,24129,11663,37375,19.9
48277,27234,2237,11501,13496,26700,19.9
48277,2307,193,710,1404,2015,19.9
48279,2066,178,1333,555,1844,21.5
48279,13836,2311,9272,2253,15423,21.5
48279,8144,929,5619,1596,7106,21.5
48279,4601,412,3152,1037,4947,21.5
48279,6544,423,1203,4918,7306,21.5
48281,36035,3182,16291,16562,32421,13.6
48281,3855,360,1663,1832,6240,13.6
48283,84995,1695,1249,82051,85537,26.2
48287,2652,216,530,1906,2552,12.7
48287,21318,1664,8019,11635,18677,12.7
48287,10204,745,4452,5007,15633,12.7
48289,10559,739,4163,5657,10154,18
48289,8098,321,1939,5838,20953,18
48289,13214,450,4087,8677,11371,18
48289,6912,332,2554,4026,6240,18
48289,2668,260,1056,1352,2054,18
48291,43917,4578,25958,13381,39510,15.9
48291,56186,4877,26011,25298,102146,15.9
48291,3476,126,740,2610,2927,15.9
48291,14384,1083,8128,5173,23545,15.9
48291,6807,733,2301,3773,6392,15.9
48291,28547,4320,9265,14962,31856,15.9
48291,18324,1414,11032,5878,16603,15.9
48293,4144,391,3158,595,3683,21.1
48293,26731,1857,5763,19111,23452,21.1
48293,19863,2722,11751,5390,22625,21.1
48295,5354,232,789,4333,4682,12.4
48295,2761,82,712,1967,2033,12.4
48295,3316,83,1022,2211,2985,12.4
48295,5199,98,944,4157,5976,12.4
48297,13864,891,2491,10482,20283,17.2
48297,30688,522,782,29384,35443,17.2
48299,41656,2042,1720,37894,55510,13.4
48303,65862,8623,19613,37626,81098,18.9
48303,93195,5467,35932,51796,113191,18.9
48303,10147,290,6307,3550,9120,18.9
48303,307410,49088,129031,129291,287409,18.9
48303,7433,518,4307,2608,7407,18.9
48303,11499,1301,6982,3216,10384,18.9
48303,18017,1989,10861,5167,17002,18.9
48303,17726,3568,8073,6085,19131,18.9
48303,13948,4599,1975,7374,13866,18.9
48305,4138,149,2918,1071,5816,17.9
48305,5269,405,2301,2563,16462,17.9
48305,7267,427,5279,1561,6524,17.9
48305,1848,289,958,601,2210,17.9
48307,15941,1964,6761,7216,14077,18.4
48307,2025,79,1469,477,1579,18.4
48307,2794,190,1799,805,2477,18.4
48311,37821,69,923,36829,35282,12
48313,23879,2270,10035,11574,26081,17.3
48313,5315,300,314,4701,6524,17.3
48315,13864,1838,5038,6988,12863,22.6
48317,18135,166,818,17151,17114,13
48317,31565,495,2496,28574,44248,13
48319,8554,619,3531,4404,8209,13.2
48321,41561,5812,19347,16402,46200,17.4
48321,3520,166,241,3113,3248,17.4
48321,20035,1329,3399,15307,19340,17.4
48321,16276,1110,2930,12236,15144,17.4
48321,12283,746,3395,8142,11342,17.4
48323,151043,21148,103672,26223,143161,24.3
48325,22186,2195,13813,6178,19749,14.4
48325,4902,277,2952,1673,4749,14.4
48325,21042,2146,10905,7991,22404,14.4
48325,12274,1408,8351,2515,11155,14.4
48325,48041,4176,22948,20917,42079,14.4
48327,4263,972,1462,1829,4304,21.4
48329,24928,663,3128,21137,40086,9.7
48329,270473,19110,19318,232045,289321,9.7
48329,28623,21521,1976,5126,19469,9.7
48331,2028,201,1476,351,2038,16.3
48331,18771,1514,12509,4748,16731,16.3
48331,1920,132,922,866,1772,16.3
48331,5363,245,3634,1484,7190,16.3
48331,16707,3311,5421,7975,16773,16.3
48331,7014,499,4437,2078,6146,16.3
48333,8784,1303,2934,4547,7896,15.8
48333,6341,442,5101,798,5826,15.8
48333,2157,115,1325,717,1712,15.8
48335,14315,1706,5249,7360,18822,21.6
48335,3704,173,1001,2530,2901,21.6
48335,7764,126,3030,4608,6039,21.6
48337,16791,1602,2132,13057,16107,16.5
48337,4054,180,166,3708,4312,16.5
48337,2132,150,564,1418,1824,16.5
48337,1473,102,925,446,1139,16.5
48337,8828,1676,4520,2632,8603,16.5
48337,3665,254,318,3093,4289,16.5
48337,2225,168,646,1411,2052,16.5
48339,591849,35023,163723,393103,583138,10.9
48339,131054,7703,51207,72144,126769,10.9
48339,86469,3173,14039,69257,135325,10.9
48339,157801,8517,92595,56689,172125,10.9
48339,41857,3047,30222,8588,36058,10.9
48339,76082,6532,28497,41053,63662,10.9
48341,42926,4172,14887,23867,40497,11.8
48341,6852,647,1732,4473,7226,11.8
48343,12810,1879,1015,9916,11787,20
48343,9857,740,5805,3312,8821,20
48345,2778,456,875,1447,2780,18.2
48347,10983,652,8389,1942,8972,25.4
48347,3910,263,1621,2026,3826,25.4
48347,7562,417,3039,4106,7302,25.4
48347,4652,149,2827,1676,3906,25.4
48347,1722,203,868,651,1717,25.4
48347,8732,1386,5573,1773,8375,25.4
48347,4183,483,2705,995,3741,25.4
48347,68641,9618,32522,26501,65097,25.4
48347,7835,659,5004,2172,7912,25.4
48349,8592,403,6144,2045,7648,17.8
48349,60557,6898,32739,20920,69325,17.8
48349,5765,513,3196,2056,5003,17.8
48349,4827,346,3270,1211,4843,17.8
48349,6594,477,3153,2964,5724,17.8
48349,8101,251,2312,5538,7253,17.8
48349,9636,660,7123,1853,9467,17.8
48351,4105,547,817,2741,3532,22.8
48351,10688,1679,674,8335,8706,22.8
48351,12805,1709,7782,3314,11268,22.8
48353,6183,50,1098,5035,5167,18.4
48353,4769,96,268,4405,3537,18.4
48353,8451,317,3854,4280,7754,18.4
48353,25541,4332,10657,10552,23627,18.4
48355,4921,352,2317,2252,4306,15.1
48355,12484,823,6537,5124,10563,15.1
48355,15662,1417,6457,7788,13603,15.1
48355,45744,5198,18394,22152,44345,15.1
48355,392385,47751,166504,178130,382751,15.1
48355,5817,373,3682,1762,5348,15.1
48355,55510,4965,16582,33963,63461,15.1
48355,10504,338,5106,5060,14155,15.1
48355,25354,390,791,24173,23907,15.1
48355,37553,5925,22601,9027,35303,15.1
48355,48108,6359,6558,35191,52633,15.1
48355,25846,4378,10398,11070,23603,15.1
48355,13358,3682,1335,8341,11613,15.1
48357,26721,2703,1949,22069,28199,11.4
48359,2281,88,1090,1103,1673,14.3
48359,6771,348,1742,4681,11522,14.3
48359,1998,52,166,1780,14744,14.3
48359,6869,748,3541,2580,7067,14.3
48361,26661,1958,12057,12646,24394,14
48361,34015,3142,17216,13657,61073,14
48361,34579,6877,2063,25639,30434,14
48361,17436,1121,9648,6667,15646,14
48361,47741,4993,29236,13512,43269,14
48363,2246,103,272,1871,2168,16.4
48363,11732,205,287,11240,12429,16.4
48363,33683,4070,18313,11300,34258,16.4
48363,5626,109,143,5374,5769,16.4
48363,5838,269,1672,3897,4846,16.4
48363,2015,149,1089,777,1876,16.4
48365,9094,371,2881,5842,7936,15.6
48365,48459,2601,6777,39081,55383,15.6
48365,6182,291,2534,3357,5411,15.6
48367,59899,1565,9773,48561,58503,9.3
48367,14088,231,5270,8587,11126,9.3
48367,2472,171,319,1982,2207,9.3
48367,12130,744,5600,5786,10584,9.3
48367,13194,453,7036,5705,13692,9.3
48367,6493,353,3325,2815,5806,9.3
48367,34208,2329,17281,14598,31228,9.3
48367,88893,5773,23831,59289,113666,9.3
48369,5481,618,3369,1494,5112,15.5
48369,6485,385,3887,2213,5771,15.5
48369,13454,1835,7145,4474,12831,15.5
48369,2736,157,1452,1127,2515,15.5
48371,3031,142,573,2316,2561,17.1
48371,29444,2299,11314,15831,31865,17.1
48371,17324,356,3368,13600,17936,17.1
48373,5436,594,1395,3447,5408,20.3
48373,12348,1759,5729,4860,14497,20.3
48373,3061,315,1433,1313,2770,20.3
48373,1882,336,187,1359,2255,20.3
48373,44843,4327,19646,20870,42072,20.3
48373,12067,1017,4383,6667,18073,20.3
48375,317592,36603,176463,104526,312388,22
48375,14177,893,829,12455,15424,22
48375,18222,1139,2282,14801,15669,22
48375,13601,1093,8545,3963,11492,22
48375,4679,454,2462,1763,4451,22
48381,35909,22792,2452,10665,25155,9.1
48381,86455,5042,28604,52809,79997,9.1
48377,4869,462,1241,3166,4440,24.1
48377,18022,2000,13086,2936,16583,24.1
48379,17301,1909,8476,6916,15768,14.8
48383,37183,838,2913,33432,36164,11.8
48385,4236,184,488,3564,6782,18.4
48387,4386,220,3111,1055,4266,17.1
48387,7370,440,4110,2820,6921,17.1
48387,7390,1152,3973,2265,6802,17.1
48387,7690,1622,5024,1044,7081,17.1
48389,2565,211,1816,538,2374,25
48389,50482,3065,1973,45444,49740,25
48391,5352,140,846,4366,8550,15.7
48391,11510,2346,2654,6510,13061,15.7
48391,6593,353,1574,4666,8528,15.7
48393,14224,72,700,13452,26976,6.6
48395,7464,333,2145,4986,8585,18.7
48395,2502,359,741,1402,2258,18.7
48395,31308,1177,8778,21353,29636,18.7
48395,11339,1861,4168,5310,13315,18.7
48395,5739,416,4258,1065,4546,18.7
48397,159263,6654,42681,109928,154377,5.2
48397,57557,3463,30432,23662,52273,5.2
48399,11780,1608,6574,3598,10404,17.2
48399,4639,177,3153,1309,12264,17.2
48399,1056,67,915,74,848,17.2
48399,6610,881,3694,2035,6229,17.2
48401,8171,662,5215,2294,7506,15.6
48401,35674,3832,8997,22845,36053,15.6
48401,2277,268,939,1070,2004,15.6
48401,2960,276,2196,488,3020,15.6
48401,4408,242,3366,800,3703,15.6
48401,6118,381,4432,1305,6165,15.6
48401,18033,1807,4863,11363,17218,15.6
48401,12543,1060,4690,6793,11598,15.6
48403,10048,1595,3869,4584,9148,17.5
48403,7657,640,5639,1378,6636,17.5
48405,10581,1514,2497,6570,8795,23.8
48407,17151,2003,3206,11942,15869,17.7
48407,20810,2030,14101,4679,18164,17.7
48409,19125,2564,8435,8126,17674,15.8
48409,47479,3087,21250,23142,52065,15.8
48409,24137,1786,1917,20434,26444,15.8
48409,22442,5021,11807,5614,19930,15.8
48409,14141,1661,6738,5742,15249,15.8
48409,26981,3695,15427,7859,31623,15.8
48409,16199,2731,7392,6076,13447,15.8
48411,1851,143,1099,609,1702,20.1
48411,2163,123,1089,951,3761,20.1
48411,8964,1017,5220,2727,7579,20.1
48413,7291,389,2147,4755,7402,16.6
48415,5051,133,1340,3578,3267,15.2
48415,4041,43,1154,2844,3958,15.2
48415,47881,3638,12392,31851,56329,15.2
48417,6341,346,2014,3981,6222,14.8
48417,1608,109,780,719,1658,14.8
48419,29303,3661,17476,8166,29166,21.1
48419,1105,123,455,527,1132,21.1
48419,8628,735,4704,3189,7635,21.1
48419,8982,765,4684,3533,8383,21.1
48419,7507,962,5172,1373,6916,21.1
48419,7677,866,5199,1612,7634,21.1
48421,6943,459,1498,4986,6742,13.1
48421,2088,132,398,1558,1483,13.1
48423,10770,939,4844,4987,19252,15.7
48423,40506,2790,18653,19063,37507,15.7
48423,199092,25684,59954,113454,188402,15.7
48423,12176,831,6882,4463,10878,15.7
48423,42129,2710,16501,22918,40471,15.7
48423,12120,1222,4841,6057,10848,15.7
48423,36872,3537,18109,15226,33578,15.7
48425,26638,1352,7929,17357,25367,10.8
48427,135626,20471,95112,20043,119688,39.9
48427,73297,13159,53604,6534,72790,39.9
48427,3797,373,942,2482,3550,39.9
48429,13921,1631,5806,6484,12838,21.4
48431,8768,345,1907,6516,17175,12.7
48433,3338,145,242,2951,3465,15.6
48435,12275,738,4486,7051,11951,14.1
48437,3390,151,2048,1191,3529,22.2
48437,3322,231,1500,1591,4888,22.2
48437,13029,1407,9628,1994,14102,22.2
48441,12722,696,6656,5370,18926,16.8
48441,12540,1113,6119,5308,23746,16.8
48441,3273,84,592,2597,2658,16.8
48441,33648,1320,11667,20661,34965,16.8
48441,167331,24705,87440,55186,193830,16.8
48441,20254,11318,3527,5409,12683,16.8
48443,5840,157,843,4840,4770,18.7
48445,19304,3732,7540,8032,18800,21.8
48445,3933,422,2713,798,3526,21.8
48445,4529,245,538,3746,13566,21.8
48447,2109,175,215,1719,2235,14.9
48447,1846,151,1139,556,1782,14.9
48449,10288,686,7892,1710,9810,14.9
48449,52442,9681,25752,17009,47741,14.9
48449,1783,251,866,666,1490,14.9
48449,5652,342,3721,1589,5046,14.9
48451,6039,186,2632,3221,6056,13.4
48451,13071,1330,8162,3579,10993,13.4
48451,148044,18926,67676,61442,132516,13.4
48451,3291,143,1477,1671,3325,13.4
48451,11536,1012,5776,4748,12676,13.4
48451,4498,192,2537,1769,4367,13.4
48451,13886,5469,2513,5904,11410,13.4
48453,1238622,107568,69012,1062042,1267216,12.2
48453,133660,16596,53436,63628,129179,12.2
48453,172393,2116,6313,163964,166528,12.2
48453,119530,11861,33715,73954,125672,12.2
48453,277500,20941,96108,160451,336036,12.2
48453,49227,15558,8852,24817,29713,12.2
48453,141374,2671,7613,131090,126995,12.2
48453,20715,633,2496,17586,17704,12.2
48455,2347,236,1645,466,2347,20.1
48455,1846,141,1309,396,1702,20.1
48455,9897,1474,4887,3536,8798,20.1
48455,13182,1664,7213,4305,11617,20.1
48457,2011,159,1082,770,1682,18.4
48457,3888,275,2198,1415,3713,18.4
48457,4222,254,3057,911,4184,18.4
48457,12180,629,6751,4800,12118,18.4
48457,16965,2049,6874,8042,16285,18.4
48459,24671,2044,11681,10946,22615,15.4
48459,10244,468,5210,4566,9661,15.4
48459,10268,931,7241,2096,9237,15.4
48459,8407,524,5091,2792,11663,15.4
48459,3360,224,2091,1045,3256,15.4
48459,9710,530,6546,2634,10968,15.4
48461,17827,848,2231,14748,19325,13.6
48461,36314,157,1062,35095,43864,13.6
48463,5049,158,3483,1408,3620,25.3
48463,6411,965,2782,2664,6180,25.3
48463,2458,119,228,2111,2460,25.3
48463,51238,8783,28873,13582,46830,25.3
48465,3185,135,268,2782,2990,20.7
48465,109452,16143,68442,24867,113333,20.7
48467,21290,1227,10192,9871,18537,14.8
48467,11204,1189,6678,3337,10108,14.8
48467,4386,586,3150,650,4409,14.8
48467,13038,1148,8507,3383,11720,14.8
48467,5666,596,3717,1353,5066,14.8
48467,44053,1955,13866,28232,39733,14.8
48467,23022,2383,14209,6430,20774,14.8
48469,11271,1451,7232,2588,9920,14.2
48469,2819,99,251,2469,3298,14.2
48469,143637,17268,48029,78340,135327,14.2
48469,11520,3486,4071,3963,10050,14.2
48471,63762,6685,29530,27547,62890,22.3
48471,11041,932,6105,4004,9471,22.3
48471,12679,5341,1606,5732,10482,22.3
48473,28944,2966,9270,16708,27842,16.5
48473,18876,1854,9908,7114,16451,16.5
48473,75373,7976,32337,35060,74553,16.5
48475,3040,143,718,2179,5312,12.8
48475,28255,1452,1288,25515,27542,12.8
48477,51062,5159,16350,29553,45200,14.1
48477,6117,429,610,5078,6303,14.1
48479,11558,428,4757,6373,14299,31.8
48479,289383,49124,205757,34502,266153,31.8
48479,461411,56597,199377,205437,497698,31.8
48481,10745,605,6907,3233,8948,17.4
48481,10288,490,5309,4489,8847,17.4
48481,36848,4817,17155,14876,47060,17.4
48481,5321,266,2081,2974,4664,17.4
48481,22563,2539,8262,11762,24292,17.4
48483,18529,55,653,17821,18165,13.4
48483,9635,48,842,8745,9253,13.4
48483,5641,1130,2782,1729,5770,13.4
48483,6127,219,855,5053,7503,13.4
48485,33200,3422,18303,11475,33135,16.8
48485,12133,1349,8172,2612,10948,16.8
48485,5558,691,1269,3598,9430,16.8
48485,17011,939,7788,8284,15197,16.8
48485,139271,19428,64793,55050,170660,16.8
48485,12703,6932,1896,3875,8067,16.8
48487,1616,56,733,827,1508,15.8
48487,2355,103,1341,911,2426,15.8
48487,21746,2139,8701,10906,20966,15.8
48489,7390,1502,5402,486,6012,38.3
48489,20661,2590,12907,5164,20098,38.3
48489,26560,5485,16401,4674,23705,38.3
48489,4704,762,2641,1301,4253,38.3
48491,1531,119,720,692,1340,5.8
48491,11952,898,6465,4589,11162,5.8
48491,130957,8415,17912,104630,123074,5.8
48491,4630,398,2664,1568,4124,5.8
48491,74794,4321,33231,37242,85451,5.8
48491,17804,995,4440,12369,20431,5.8
48491,412778,14885,101082,296811,400634,5.8
48491,38462,1705,13019,23738,38292,5.8
48491,519574,31087,92006,396481,503644,5.8
48491,39334,6182,18990,14162,35893,5.8
48491,6861,210,3804,2847,9613,5.8
48493,41989,3028,20024,18937,42261,10.4
48493,32714,1598,16651,14465,29607,10.4
48493,7489,541,2906,4042,7563,10.4
48493,9211,658,5636,2917,8468,10.4
48495,18522,1673,6372,10477,17303,15
48495,26423,154,2508,23761,21903,15
48497,8600,380,1902,6318,7569,12
48497,13597,615,3089,9893,11608,12
48497,24405,2669,3867,17869,25710,12
48497,9004,391,1164,7449,8857,12
48497,40298,2048,6107,32143,44232,12
48497,12309,445,5861,6003,11335,12
48497,4970,193,463,4314,4521,12
48499,9264,511,5392,3361,7352,13.2
48499,12628,508,2009,10111,11201,13.2
48499,16921,2338,7616,6967,16209,13.2
48499,11607,717,5184,5706,12978,13.2
48499,13934,1082,6950,5902,12831,13.2
48499,4044,265,434,3345,4164,13.2
48501,12938,477,2439,10022,12267,12.2
48501,35948,2335,8036,25577,40011,12.2
48503,24376,1916,11781,10679,25057,14.6
48503,2972,202,1365,1405,2320,14.6
48503,10402,1243,4900,4259,14516,14.6
48505,41849,6003,22570,13276,41882,29.1
48507,31679,4103,9905,17671,28315,34.4
48507,7316,1068,5084,1164,6294,34.4
51540,210944,9157,46545,155242,197841,22.8
51540,78920,5306,19587,54027,77086,22.8
51840,179698,7024,70259,102415,191889,15
51840,59931,4781,22429,32721,74817,15
51595,28634,3505,17018,8111,27216,23.2
51830,140037,6033,46124,87880,137973,21.1
51101,26445,1380,13205,11860,23259,7.7
51101,9448,367,4400,4681,9379,7.7
51103,16274,1488,3643,11143,16205,14
51105,39047,5587,24319,9141,34714,29.9
51107,1089781,21500,295049,773232,1188857,3.5
51109,62777,3265,20083,39429,60832,12.2
51111,17536,1875,10885,4776,16856,19.8
51113,21257,1374,9137,10746,21231,11.2
51115,13731,799,5030,7902,13229,10.1
51117,47146,5266,25531,16349,46083,15.9
51119,15468,1034,4219,10215,14623,14.2
51121,124705,6989,51829,65887,114311,20.3
51125,26909,1850,8652,16407,26454,12.6
51127,30088,1294,13710,15084,31370,5.9
51131,20458,2343,9212,8903,24200,20.3
51133,17380,1255,4113,12012,17252,13.4
51135,23572,2590,15194,5788,23063,22.9
51137,57330,5437,26378,25515,59443,9.2
51139,39808,2997,20593,16218,38161,16.4
51141,29074,2558,18697,7819,28747,17.9
51143,90803,8033,58677,24093,88381,13.6
51145,45157,1748,21185,22224,49479,6.6
51147,24722,2358,13490,8874,24513,22.6
51149,71893,8650,39273,23970,68668,9.5
51153,1110691,60078,465822,584791,1142606,7.4
51155,46464,4628,26116,15720,50443,14.4
51157,13207,764,2808,9635,12872,9.9
51159,16356,1006,8178,7172,16029,19.3
51161,164588,7073,72811,84704,154252,7.4
51163,34650,2192,13568,18890,32747,12.3
51660,137922,7247,61454,69221,140950,28.4
51660,74709,6010,32519,36180,82968,28.4
51167,41232,4722,27064,9446,39349,16.9
51169,35702,3041,26123,6538,35271,19.5
51171,67567,3865,32734,30968,68451,10.8
51173,47954,4514,30099,13341,46980,18.1
51175,39112,2367,17574,19171,36771,15.6
51177,272546,14251,126486,131809,270298,7.4
51179,278509,15884,142995,119630,320146,5.7
51181,16382,1043,2646,12693,16032,13.4
51183,17926,1711,7516,8699,17969,23.1
51185,63094,5741,36974,20379,61509,18
51187,55075,3981,27773,23321,67478,10.3
51191,78162,6265,38795,33102,77138,14.7
51193,21206,1981,10072,9153,20053,14.8
51193,7260,814,3676,2770,8263,14.8
51195,58033,5542,36187,16304,56164,23.5
51197,45227,3375,24356,17496,42799,14.4
51199,138692,19897,60130,58665,145989,5.1
51510,262541,13319,42557,206665,260153,10.5
51520,27035,3326,15641,8068,26290,23.6
51530,10938,920,7190,2828,9697,16.2
51550,463717,27717,215910,220090,461544,8.6
51570,36358,1848,13433,21077,34741,10.4
51580,11621,796,6306,4519,11441,15.9
51590,68876,9526,41094,18256,69069,22.3
51610,48666,626,5968,42072,49951,3.6
51630,47079,4126,13574,29379,48696,14.6
51640,15582,1602,8442,5538,14398,20.5
51650,226115,21990,121802,82323,229676,16.4
51670,50608,7306,26772,16530,46628,20.7
51680,112020,12332,49092,50596,109465,17.8
51690,27009,3528,14608,8873,26283,23.2
51700,360328,38460,174798,147070,360150,14.7
51710,382896,55869,188226,138801,379059,21.3
51720,8666,738,5123,2805,8308,23
51730,52464,10776,29578,12110,52746,25.2
51740,166408,17395,91650,57363,169441,18.2
51750,16767,1453,9937,5377,16808,27.2
51760,349910,56061,133918,159931,338524,26.2
51770,198027,19731,83515,94781,181259,22.3
51790,36793,2623,17352,16818,35721,12.8
51800,169305,12548,78999,77758,164157,11.7
51810,792261,58564,337173,396524,843998,8.3
51820,38998,3554,17065,18379,37385,14.6
51775,44183,2325,19515,22343,42632,9.2
51683,111922,5598,46893,59431,134168,9.7
51685,40045,2441,23192,14412,44657,7.8
51735,22783,977,10435,11371,22754,5.4
54103,44358,3124,9897,31337,41658,19.5
54105,13150,1573,9736,1841,13251,18.1
54107,144426,14489,86460,43477,139660,17.2
54107,5934,1529,2204,2201,5973,17.2
54109,49063,5640,30218,13205,51155,23.9
55127,11410,333,4373,6704,10588,11.2
55127,30271,1690,11172,17409,31719,11.2
55127,2322,80,425,1817,1975,11.2
55127,2190,78,428,1684,2105,11.2
55127,4663,305,2929,1429,4298,11.2
55127,10102,295,1686,8121,24959,11.2
55127,2896,107,424,2365,2659,11.2
55127,24220,908,4831,18481,20916,11.2
55127,10365,398,2305,7662,12697,11.2
55127,33824,2465,17034,14325,36042,11.2
55127,8111,240,5383,2488,7228,11.2
55127,6981,480,3784,2717,10122,11.2
55127,24327,864,7817,15646,29085,11.2
55127,26635,1521,11135,13979,24640,11.2
55127,41108,1615,19814,19679,49195,11.2
55127,4244,181,855,3208,4361,11.2
55111,22236,1317,5675,15244,20833,10.1
55111,36790,1414,16506,18870,40533,10.1
55111,5285,440,2637,2208,5166,10.1
55111,34492,2038,19887,12567,32858,10.1
55111,37360,2322,20550,14488,43473,10.1
55125,7491,395,1852,5244,6767,12.6
55125,4279,192,1037,3050,3805,12.6
55125,23068,1032,5255,16781,20826,12.6
55125,14735,6201,3089,5445,12376,12.6
55125,3495,166,749,2580,3448,12.6
55101,44187,1910,22494,19783,39942,13.6
55101,1819,22,851,946,1737,13.6
55101,1411,60,399,952,1283,13.6
55101,3069,73,1122,1874,3130,13.6
55101,12713,227,4821,7665,11668,13.6
55101,11117,361,6150,4606,10180,13.6
55101,2908,68,1120,1720,2693,13.6
55101,18511,222,8113,10176,17021,13.6
55101,20250,668,8906,10676,18827,13.6
55101,5632,176,1137,4319,5321,13.6
55101,5384,159,1513,3712,10021,13.6
55101,283754,29591,177939,76224,317092,13.6
55103,5485,324,3033,2128,5524,13.4
55105,19159,734,11139,7286,17869,12.9
55105,23810,1099,13239,9472,21952,12.9
55105,25379,766,15467,9146,22729,12.9
55105,13056,602,6868,5586,18165,12.9
55105,105704,11845,75603,18256,98999,12.9
55105,42276,1451,24107,16718,42282,12.9
55105,127516,9330,81514,36672,118705,12.9
55107,7459,718,3682,3059,7138,13.8
55107,13651,1197,7986,4468,12758,13.8
55107,9932,663,4506,4763,9197,13.8
55109,21768,680,13106,7982,30704,5.6
55109,9169,466,6357,2346,11700,5.6
55109,20411,572,12724,7115,31635,5.6
55109,67226,2245,32950,32031,63948,5.6
55109,44846,1660,26548,16638,40056,5.6
55109,21167,636,12839,7692,18761,5.6
55113,26480,3197,5763,17520,23626,15.2
55113,5038,504,1289,3245,4603,15.2
55115,11272,697,6147,4428,10593,11.9
55115,6690,1281,4029,1380,6533,11.9
55115,34075,2128,18350,13597,33103,11.9
55115,4164,291,2014,1859,3808,11.9
55115,14579,949,8485,5145,13894,11.9
55115,4313,424,2281,1608,4369,11.9
55117,13374,367,7385,5622,13676,7.1
55117,7388,269,1755,5364,8146,7.1
55117,11094,348,6060,4686,10535,7.1
55117,9326,176,1881,7269,7945,7.1
55117,12449,417,6590,5442,11506,7.1
55117,12234,561,6046,5627,18090,7.1
55117,23185,1005,12414,9766,21022,7.1
55117,28325,1231,14665,12429,26681,7.1
55117,135415,8244,88031,39140,129796,7.1
55119,6533,645,3227,2661,5724,11.8
55119,6740,538,3534,2668,8620,11.8
55119,26304,1785,15066,9453,25898,11.8
55121,15963,1058,10600,4305,23792,8.2
55121,9553,626,4747,4180,8566,8.2
55121,18482,726,11249,6507,16695,8.2
55121,5859,360,3469,2030,5393,8.2
55121,13260,762,7743,4755,14546,8.2
55121,10698,795,6410,3493,10174,8.2
55121,9088,519,5418,3151,7673,8.2
55123,7752,946,4321,2485,7515,16.5
55123,4283,460,2194,1629,4255,16.5
55123,15640,1513,8811,5316,14755,16.5
55123,15692,980,9509,5203,13747,16.5
55123,8523,565,3980,3978,7802,16.5
55123,7663,583,4026,3054,9029,16.5
55129,5192,347,1210,3635,4969,12.7
55129,5701,464,1436,3801,5514,12.7
55129,9215,790,4699,3726,8728,12.7
55129,18782,1375,4699,12708,15786,12.7
55131,3842,127,944,2771,3886,5.6
55131,48708,1403,19450,27855,50949,5.6
55131,24868,1180,14484,9204,22466,5.6
55131,21594,625,8475,12494,23564,5.6
55131,23636,1102,11440,11094,21782,5.6
55131,5635,127,2151,3357,5617,5.6
55131,2710,96,649,1965,2556,5.6
55131,36558,1049,16452,19057,31839,5.6
55131,81843,4906,41764,35173,79123,5.6
55133,31323,710,9724,20889,30118,5.2
55133,17210,667,5894,10649,15486,5.2
55133,6323,105,3421,2797,5689,5.2
55133,57690,1928,16685,39077,54847,5.2
55133,4877,177,821,3879,6557,5.2
55133,4905,133,1561,3211,5196,5.2
55133,7291,164,1790,5337,6498,5.2
55133,10836,207,5342,5287,9876,5.2
55133,55909,1879,25950,28080,52737,5.2
55133,70135,2403,21168,46564,63320,5.2
55133,35896,1020,9811,25065,34513,5.2
55133,55596,1611,26806,27179,55365,5.2
55133,1004,126,434,444,1590,5.2
55133,6377,213,1161,5003,6513,5.2
55133,60985,1658,28086,31241,58010,5.2
55133,62088,1830,14915,45343,68022,5.2
55133,159795,8702,75775,75318,164290,5.2
55133,53981,1735,16751,35495,73895,5.2
55133,100683,2736,23673,74274,104817,5.2
55135,19529,1373,11951,6205,17634,10.7
55135,9228,453,4499,4276,8547,10.7
55135,8967,544,5504,2919,8084,10.7
55135,5963,456,3509,1998,5801,10.7
55135,30817,1547,18502,10768,27744,10.7
55135,29818,1593,13035,15190,26064,10.7
55135,10644,742,4967,4935,11742,10.7
55137,17721,1873,8233,7615,17422,14.3
55137,8535,700,2124,5711,7620,14.3
55137,8673,666,4669,3338,8515,14.3
55139,16023,777,9534,5712,15327,11.7
55139,18738,638,8211,9889,18473,11.7
55139,50539,4084,31158,15297,56145,11.7
55139,75519,4285,39843,31391,75334,11.7
55139,123819,8157,70836,44826,129772,11.7
55141,11611,625,6921,4065,10753,9.8
55141,17773,1441,6589,9743,24005,9.8
55141,8354,649,4336,3369,9162,9.8
55141,6062,326,3155,2581,6096,9.8
55141,52392,2704,27004,22684,52484,9.8
55141,67909,4543,40537,22829,62757,9.8
